distance_km,ngo_members,expiry_hours_left,past_success_rate,allocation_score
6.81,28,27.7,0.42,0.6841
13.22,7,10.0,0.24,0.6035
6.86,11,12.8,0.39,0.7939
9.62,87,25.6,0.7,0.7811
1.24,10,35.2,0.53,0.6078
2.9,31,23.8,0.73,0.8376
24.55,31,7.5,0.55,0.6876
47.97,49,5.0,0.8,0.599
11.07,119,43.1,0.88,0.913
5.97,32,12.8,0.6,0.6697
27.94,116,36.6,0.86,0.8342
8.98,87,12.6,0.55,0.8903
5.81,104,15.5,0.77,0.7541
31.73,17,32.8,0.31,0.6429
7.48,47,36.0,0.63,0.6922
53.66,44,32.1,0.83,0.6527
12.02,18,14.7,0.22,0.558
8.73,9,46.2,0.25,0.5738
17.06,148,1.2,0.77,0.7142
13.47,265,32.9,0.81,0.9397
17.49,362,14.5,0.85,0.8724
31.99,123,46.8,0.87,0.8205
4.1,33,14.5,0.69,0.7977
9.27,37,24.6,0.84,0.8427
16.49,92,15.3,0.72,0.7056
65.7,23,5.6,0.31,0.2852
32.66,72,21.0,0.33,0.6095
0.76,84,23.4,0.67,0.8354
15.19,189,46.4,0.93,0.916
23.05,30,44.8,0.55,0.6754
19.81,13,46.5,0.3,0.5464
18.78,8,11.7,0.76,0.6613
48.44,163,4.7,0.91,0.6089
17.76,163,24.6,0.9,0.8003
4.74,78,13.5,0.7,0.7807
57.86,139,10.7,0.81,0.673
45.81,87,1.2,0.56,0.5222
1.27,56,13.3,0.63,0.7804
4.29,28,43.8,0.21,0.665
5.22,46,29.9,0.69,0.7374
2.46,32,7.1,0.93,0.8475
14.28,23,39.2,0.38,0.6448
5.69,112,1.9,0.99,0.8245
34.73,27,26.4,0.46,0.6598
21.05,22,6.9,0.26,0.5358
4.94,51,3.9,0.95,0.8886
1.29,15,26.2,0.47,0.7386
11.72,36,8.4,0.67,0.8474
49.01,26,30.2,0.49,0.5793
9.14,28,26.1,0.42,0.7079
40.65,18,4.7,0.18,0.5283
64.67,83,29.4,0.57,0.6495
7.19,49,28.6,0.61,0.8197
15.93,59,37.8,0.89,0.9028
0.91,16,23.9,0.23,0.6704
13.98,11,38.7,0.51,0.778
30.65,12,29.2,0.63,0.6566
9.58,33,30.3,0.75,0.8363
27.31,25,37.0,0.44,0.6358
21.73,53,15.6,0.59,0.79
1.39,18,42.8,0.68,0.8175
1.07,19,42.4,0.71,0.7978
48.24,86,4.1,0.34,0.5279
15.77,110,20.3,0.78,0.8238
12.86,60,8.6,0.57,0.7674
22.62,11,45.5,0.54,0.7038
5.45,34,30.0,0.75,0.8373
15.11,35,15.8,0.71,0.821
1.57,103,22.5,0.88,0.8199
10.01,74,5.6,0.66,0.694
11.04,80,37.2,0.61,0.8263
14.44,51,27.3,0.86,0.8281
54.4,152,18.3,0.93,0.7373
10.94,29,38.3,0.37,0.6516
3.69,52,27.6,0.65,0.7812
7.7,117,46.7,0.82,0.8672
1.44,44,16.9,0.86,0.9267
47.7,11,26.0,0.37,0.5237
4.06,88,41.1,0.56,0.774
1.4,68,21.9,0.57,0.7558
33.29,9,10.0,0.75,0.6436
0.97,33,42.1,0.64,0.7814
17.39,7,7.6,0.19,0.5571
37.46,69,4.7,0.8,0.6663
3.95,38,18.1,0.48,0.8009
1.13,175,25.7,0.85,0.9069
1.3,58,21.8,0.16,0.6703
27.3,15,28.0,0.67,0.6992
1.52,20,31.7,0.51,0.885
6.73,35,23.1,0.33,0.7239
14.22,44,8.9,0.58,0.7284
9.84,38,28.2,0.71,0.8225
2.6,51,6.7,0.76,0.829
4.34,222,27.4,0.85,0.8997
7.24,32,31.5,0.36,0.7195
6.25,8,33.5,0.76,0.695
22.65,181,9.3,0.44,0.715
16.18,23,9.5,0.71,0.762
10.4,31,23.1,0.58,0.6845
12.83,15,10.9,0.58,0.7072
7.06,11,31.0,0.13,0.6455
2.97,43,21.5,0.44,0.6815
6.44,37,18.3,0.79,0.7476
36.73,57,29.9,0.79,0.6145
14.25,60,1.6,0.91,0.7466
12.08,39,20.0,0.32,0.6786
10.63,25,27.8,0.49,0.7391
16.16,94,6.9,0.8,0.8583
53.81,95,47.8,0.39,0.569
7.22,18,38.0,0.47,0.6673
19.47,49,26.7,0.79,0.776
5.59,39,40.5,0.64,0.7257
1.76,49,47.5,0.49,0.7468
58.75,31,32.1,0.86,0.8371
33.78,71,32.2,0.72,0.8295
50.98,7,39.6,0.45,0.5508
25.56,129,34.2,0.73,0.7383
11.31,70,25.5,0.59,0.8247
4.39,48,43.5,0.65,0.8306
8.7,16,15.7,0.26,0.7019
17.19,13,33.5,0.31,0.6378
46.79,74,24.0,0.74,0.695
1.66,6,22.2,0.6,0.7295
4.97,24,28.8,0.6,0.7973
25.7,60,23.4,0.58,0.6098
7.0,56,33.6,0.48,0.7221
43.38,42,25.3,0.71,0.8049
13.67,9,37.1,0.66,0.6536
2.0,111,13.1,0.84,0.8386
6.99,290,36.3,0.91,0.9227
16.66,76,26.3,0.58,0.7535
85.21,45,44.7,0.66,0.5942
2.52,32,44.9,0.5,0.7914
5.18,59,4.7,0.59,0.7409
12.95,50,9.0,0.39,0.6568
11.58,19,36.2,0.42,0.6218
10.44,67,32.0,0.34,0.7182
25.17,19,16.2,0.65,0.6972
12.66,6,42.3,0.26,0.7079
11.7,57,35.2,0.67,0.7524
2.76,68,41.2,0.81,0.8436
6.35,146,43.6,0.53,0.7915
39.36,149,16.8,0.97,0.7954
3.95,35,29.5,0.33,0.6755
13.0,90,29.9,0.77,0.8261
7.73,64,38.1,0.88,0.8338
4.88,7,10.3,0.58,0.7559
4.81,26,17.8,0.32,0.7736
1.42,7,22.5,0.29,0.6788
8.11,30,8.1,0.61,0.775
13.98,19,42.6,0.63,0.6839
1.4,246,7.1,0.62,0.9206
1.51,5,12.5,0.04,0.5231
4.43,9,45.2,0.58,0.7407
29.83,50,16.8,0.59,0.6516
9.41,37,18.1,0.68,0.799
26.6,139,14.1,0.74,0.7604
45.34,42,32.5,0.57,0.6098
13.14,50,2.5,0.6,0.6806
81.59,55,8.6,0.52,0.5535
25.2,16,10.9,0.59,0.5773
31.15,35,38.2,0.55,0.6403
6.88,16,22.4,0.33,0.6434
2.51,132,27.7,0.93,1.0
5.5,61,37.3,0.67,0.9232
14.28,97,38.7,0.53,0.7725
33.31,26,31.2,0.18,0.5542
6.83,101,17.3,0.55,0.8469
10.64,25,12.0,0.29,0.6942
59.88,14,46.4,0.46,0.4552
11.22,70,33.2,0.73,0.7418
9.73,38,15.7,0.66,0.7965
26.66,7,42.6,0.64,0.6393
18.08,89,47.4,0.68,0.8088
27.62,78,24.5,0.3,0.6229
15.59,22,30.6,0.53,0.749
3.21,140,41.8,0.92,0.9911
1.81,30,46.3,0.34,0.6981
21.2,28,45.7,0.32,0.6698
10.22,30,37.8,0.31,0.6274
9.94,27,3.5,0.17,0.6085
7.59,55,14.5,0.81,0.8066
15.19,27,42.0,0.28,0.7066
7.34,48,4.1,0.4,0.7008
22.32,19,7.0,0.44,0.5269
14.63,46,15.7,0.65,0.7841
2.55,119,17.4,0.53,0.7438
12.52,84,28.8,0.42,0.7599
20.34,13,34.4,0.25,0.6371
32.47,132,47.0,0.94,0.9119
6.3,203,29.8,0.91,0.9833
24.32,25,6.1,0.14,0.6851
14.76,32,19.7,0.91,0.8402
24.13,8,9.9,0.38,0.6301
1.07,93,38.0,0.84,0.8622
8.74,32,24.9,0.81,0.8893
40.84,73,41.3,0.5,0.6293
35.39,11,43.4,0.24,0.5303
33.0,33,37.9,0.71,0.7378
16.67,14,23.0,0.41,0.6816
13.12,57,40.0,0.43,0.6908
3.95,88,7.2,0.5,0.6435
12.36,83,30.1,0.58,0.7213
5.65,47,20.9,0.52,0.7149
6.47,38,46.8,0.91,0.8968
24.85,49,22.1,0.7,0.7765
18.01,43,22.4,0.86,0.7488
1.48,79,27.8,0.59,0.7614
5.68,5,7.1,0.36,0.6206
18.22,8,41.5,0.41,0.5465
20.97,31,13.7,0.83,0.8045
39.63,11,37.9,0.61,0.5886
58.5,12,31.2,0.5,0.5356
33.05,276,12.9,0.98,0.8696
5.47,21,21.8,0.45,0.7822
63.07,5,12.7,0.57,0.5405
2.42,41,11.9,0.75,0.7633
8.1,32,15.5,0.55,0.7572
4.6,57,34.5,0.34,0.7271
37.94,35,20.9,0.56,0.5396
12.24,81,33.0,0.68,0.8133
8.33,12,42.7,0.59,0.7692
33.12,58,19.7,0.75,0.7532
11.16,31,32.9,0.37,0.7155
4.24,118,31.8,0.69,0.8429
6.92,29,19.2,0.47,0.7075
23.14,14,17.2,0.43,0.6261
13.21,108,36.9,0.57,0.8058
10.81,123,35.8,0.65,0.7694
25.55,103,8.3,0.74,0.7179
20.95,109,20.7,0.85,0.8286
38.23,6,29.4,0.26,0.5529
22.93,17,2.6,0.24,0.6211
19.04,92,21.0,0.49,0.6523
12.1,9,34.8,0.4,0.5577
12.42,43,10.6,0.76,0.8339
1.23,39,27.0,0.73,0.8258
5.32,8,16.3,0.22,0.7149
0.69,87,9.3,0.29,0.7451
4.67,32,31.9,0.62,0.7628
66.37,49,23.1,0.69,0.5933
14.54,73,24.7,0.41,0.7544
22.32,32,42.8,0.48,0.5835
28.52,17,19.3,0.51,0.7243
9.3,21,9.3,0.21,0.63
2.17,9,28.8,0.69,0.6615
15.04,40,8.0,0.77,0.7514
8.44,16,24.1,0.46,0.8
4.09,86,38.2,0.75,0.8714
11.1,152,6.9,0.58,0.7586
3.59,102,15.5,0.65,0.815
22.56,118,3.7,0.88,0.8629
3.45,40,6.9,0.79,0.8155
29.71,7,6.8,0.45,0.5519
21.76,66,28.6,0.92,0.8735
8.48,29,13.3,0.12,0.6032
57.99,7,24.6,0.51,0.5122
42.3,5,35.4,0.61,0.6848
51.04,36,2.4,0.37,0.4478
19.96,40,39.4,0.67,0.832
21.44,26,44.1,0.59,0.6487
5.32,48,21.8,0.31,0.6853
26.31,64,15.6,0.68,0.7335
3.52,24,28.2,0.44,0.7526
30.83,75,29.5,0.61,0.7444
5.36,9,23.7,0.5,0.7603
15.48,6,29.9,0.33,0.6025
5.66,14,32.4,0.55,0.7375
10.36,23,22.7,0.6,0.7576
53.92,19,28.1,0.76,0.6815
21.21,100,29.6,0.49,0.7353
22.17,49,35.6,0.83,0.8207
11.73,45,16.5,0.55,0.8134
16.62,5,33.7,0.79,0.7371
8.82,37,14.9,0.47,0.8199
11.96,54,17.0,0.67,0.9214
7.26,27,4.9,0.16,0.6345
10.12,46,6.4,0.54,0.7332
25.93,10,40.8,0.65,0.6508
75.15,19,22.4,0.46,0.5858
16.34,7,15.8,0.53,0.6231
51.65,100,37.4,0.94,0.7338
3.33,113,36.3,0.79,0.9148
5.08,25,23.1,0.65,0.8327
10.68,200,11.6,0.46,0.7838
41.63,22,5.1,0.53,0.4442
8.34,67,7.4,0.62,0.7948
15.51,43,22.7,0.73,0.8835
45.59,29,46.2,0.21,0.5813
6.11,73,25.5,0.81,0.8422
19.71,30,10.3,0.63,0.625
16.21,44,24.4,0.64,0.7545
54.46,51,32.0,0.74,0.6953
34.85,101,9.1,0.92,0.7222
1.15,8,13.9,0.42,0.6885
10.98,11,32.8,0.3,0.6817
62.05,89,43.5,0.63,0.6555
17.41,150,21.8,0.74,0.8228
14.41,63,38.2,0.69,0.7717
8.49,43,43.8,0.51,0.8698
46.44,136,19.9,0.7,0.809
9.65,5,5.7,0.53,0.7039
24.49,65,24.1,0.52,0.706
20.58,19,15.3,0.58,0.6548
30.32,11,22.3,0.66,0.6602
7.07,12,14.6,0.21,0.6435
25.92,25,14.6,0.35,0.6337
2.35,98,35.4,0.71,0.9142
14.85,44,26.3,0.69,0.7587
14.17,98,24.7,0.65,0.7662
4.1,26,13.4,0.72,0.8697
26.35,16,42.6,0.39,0.6066
28.64,16,16.9,0.39,0.5746
5.25,55,46.9,0.54,0.7551
37.58,76,3.7,0.56,0.6533
5.0,9,38.0,0.34,0.6488
15.18,93,20.7,0.7,0.8317
17.92,80,10.0,0.59,0.6893
42.3,22,1.6,0.76,0.5395
16.43,153,47.9,0.82,0.9207
0.69,35,24.0,0.89,0.7928
15.81,16,24.9,0.23,0.654
13.11,8,29.1,0.7,0.8264
10.77,153,37.5,0.9,0.9467
35.12,15,34.0,0.4,0.5536
2.71,18,18.9,0.63,0.8248
12.4,54,7.9,0.71,0.7988
8.86,62,1.9,0.55,0.7279
52.52,124,25.1,0.83,0.7689
2.88,22,29.9,0.77,0.8324
12.98,39,21.1,0.49,0.6493
16.78,137,18.8,0.78,0.8414
15.7,8,33.8,0.25,0.5265
15.58,30,16.1,0.49,0.7537
2.48,229,45.6,0.84,0.9488
11.34,34,30.8,0.42,0.6043
2.77,12,2.6,0.23,0.7022
2.76,40,33.8,0.71,0.7033
8.82,53,42.9,0.74,0.8727
1.77,7,18.9,0.71,0.7182
16.36,12,7.3,0.34,0.6371
9.29,83,25.0,0.75,0.8295
8.9,18,19.7,0.12,0.641
21.71,79,39.2,0.45,0.7314
2.7,207,41.4,0.79,0.9134
12.17,8,19.3,0.19,0.5375
24.27,10,32.2,0.37,0.5879
13.72,39,16.1,0.74,0.9058
4.98,21,8.6,0.52,0.6531
58.49,15,31.2,0.31,0.5459
31.03,35,33.8,0.57,0.6258
59.65,8,24.8,0.75,0.6053
12.48,21,15.0,0.85,0.7326
11.63,45,11.9,0.44,0.744
32.69,26,9.1,0.59,0.6065
4.67,103,13.1,0.95,0.8683
25.85,78,22.7,0.67,0.7751
34.91,16,9.7,0.23,0.6045
0.87,23,31.0,0.7,0.8439
31.95,23,2.7,0.33,0.4576
6.78,18,47.6,0.43,0.7075
71.21,152,42.6,0.79,0.6588
4.36,32,38.3,0.63,0.848
24.29,143,26.5,0.79,0.796
6.65,41,27.9,0.78,0.9106
31.23,16,7.1,0.31,0.5072
35.74,19,37.5,0.34,0.6685
9.56,26,30.9,0.4,0.6915
15.88,78,32.1,0.67,0.7409
39.68,243,14.8,0.74,0.8367
14.51,56,46.7,0.27,0.6889
2.14,46,16.6,0.68,0.8471
0.6,32,10.3,0.79,0.7934
6.61,16,29.2,0.71,0.6683
55.52,7,32.6,0.62,0.5924
25.75,9,39.2,0.44,0.6607
1.35,6,18.5,0.4,0.6789
37.78,5,8.9,0.12,0.3607
41.29,51,29.9,0.6,0.631
36.56,116,39.7,0.85,0.7797
23.11,108,36.2,0.91,0.8842
8.54,20,25.0,0.89,0.7792
9.1,72,36.6,0.51,0.6944
13.74,44,24.1,0.72,0.7791
4.62,38,40.0,0.78,0.8901
7.98,125,41.9,0.57,0.7972
8.36,36,39.5,0.77,0.8357
9.86,25,9.3,0.15,0.6843
29.0,113,35.3,0.85,0.6997
0.64,18,5.7,0.38,0.724
22.81,5,47.3,0.49,0.6523
45.32,22,27.4,0.43,0.5217
0.52,75,47.3,0.58,0.8127
15.39,37,22.0,0.45,0.7081
5.73,13,31.7,0.34,0.7526
55.58,87,30.9,0.64,0.6715
16.78,58,24.4,0.48,0.7633
28.82,17,11.4,0.51,0.6855
26.02,18,8.9,0.44,0.5774
14.84,24,8.9,0.41,0.6621
2.66,52,5.4,0.72,0.82
38.02,50,33.0,0.68,0.6371
1.31,5,6.6,0.33,0.688
10.64,54,37.7,0.47,0.743
44.41,18,14.2,0.25,0.5481
19.65,37,19.4,0.77,0.7191
14.29,35,25.4,0.8,0.889
26.51,61,23.1,0.31,0.5867
38.33,108,9.0,0.92,0.7464
53.48,68,36.8,0.66,0.5899
7.79,24,8.5,0.59,0.7507
8.55,11,27.8,0.36,0.7221
16.11,9,32.9,0.6,0.6896
8.53,103,23.3,0.47,0.7942
36.11,21,26.7,0.62,0.6927
0.74,49,24.6,0.58,0.771
22.62,147,39.7,0.88,0.7338
11.82,198,5.2,0.44,0.7282
9.44,33,20.2,0.73,0.7811
2.58,53,7.8,0.55,0.8864
41.95,27,3.1,0.37,0.5288
5.88,124,15.5,0.82,0.8666
13.5,17,34.2,0.65,0.7053
5.8,38,42.0,0.58,0.7788
4.14,82,12.8,0.57,0.7493
24.9,122,21.4,0.83,0.8544
17.77,63,6.0,0.44,0.627
20.59,111,42.7,0.66,0.7606
18.9,51,18.2,0.51,0.6532
14.89,89,37.5,0.78,0.8654
45.28,15,7.1,0.61,0.5838
21.37,39,24.1,0.85,0.7613
72.72,13,13.7,0.48,0.4807
7.31,144,39.8,0.87,0.8513
4.65,34,29.2,0.81,0.8154
2.23,56,23.2,0.84,0.8196
12.67,26,33.6,0.45,0.6616
23.11,37,47.7,0.92,0.7824
0.91,42,24.7,0.68,0.763
9.44,85,25.6,0.34,0.7493
25.53,33,14.8,0.73,0.7881
6.12,7,40.9,0.5,0.7153
6.16,5,12.1,0.61,0.6192
1.21,6,2.2,0.4,0.6359
12.57,40,34.5,0.62,0.8588
14.13,53,26.6,0.5,0.8268
41.86,33,20.4,0.49,0.6349
11.67,25,5.2,0.46,0.6682
27.28,77,43.6,0.71,0.748
10.78,47,28.4,0.65,0.7801
7.91,182,6.5,0.81,0.9621
37.84,22,17.7,0.63,0.7197
13.28,45,25.9,0.61,0.7773
20.16,31,12.9,0.52,0.7901
2.41,37,10.1,0.83,0.8713
41.49,73,41.8,0.59,0.7064
10.37,40,44.7,0.75,0.8486
15.4,16,25.7,0.6,0.7446
9.55,165,21.9,0.77,0.8601
58.55,17,4.5,0.5,0.4722
37.71,47,19.0,0.53,0.6061
1.48,111,21.9,0.85,0.8458
48.41,17,10.6,0.44,0.5242
62.23,19,35.4,0.18,0.3861
32.56,18,35.1,0.48,0.7172
9.76,15,21.8,0.23,0.6957
22.21,11,27.1,0.48,0.6814
5.76,40,42.7,0.77,0.7534
4.4,55,18.1,0.6,0.8279
13.83,17,10.2,0.41,0.6902
12.51,48,42.2,0.47,0.7856
21.57,13,31.4,0.77,0.7837
1.48,31,34.1,0.78,0.8156
18.69,36,33.8,0.43,0.6551
7.66,74,38.3,0.72,0.8828
8.78,90,7.1,0.72,0.7326
29.35,10,17.5,0.45,0.6949
28.84,11,40.2,0.46,0.6261
5.01,33,24.2,0.77,0.738
3.09,27,13.0,0.43,0.7534
21.55,37,41.2,0.75,0.7717
44.48,143,3.5,0.72,0.5775
7.09,45,34.3,0.7,0.765
14.62,9,46.6,0.35,0.7093
1.86,53,28.5,0.72,0.787
54.31,28,4.8,0.39,0.5934
1.64,21,39.5,0.79,0.7952
7.99,41,28.7,0.45,0.814
13.34,31,40.6,0.41,0.8169
6.93,68,29.0,0.55,0.7589
17.71,108,41.6,0.82,0.8333
22.17,23,16.0,0.44,0.6686
5.53,406,9.1,0.68,0.8706
24.74,45,41.1,0.91,0.9405
44.91,14,8.0,0.55,0.6253
12.39,143,35.6,0.66,0.852
42.69,27,15.1,0.43,0.658
9.41,135,33.8,0.66,0.9518
18.39,23,3.5,0.39,0.6219
23.02,166,12.9,0.6,0.8035
10.65,157,34.0,0.78,0.9233
0.81,20,1.1,0.31,0.7251
19.26,19,44.4,0.32,0.5886
25.47,7,19.2,0.56,0.5918
89.3,26,29.2,0.45,0.506
15.7,20,43.8,0.12,0.5885
10.99,20,7.2,0.47,0.7285
16.92,34,31.4,0.67,0.648
24.59,92,35.4,0.61,0.758
15.7,22,31.8,0.21,0.5337
53.18,42,36.4,0.81,0.727
10.69,34,41.0,0.81,0.7471
17.07,13,15.6,0.39,0.6247
9.02,104,41.2,0.98,0.965
36.18,23,45.3,0.64,0.7148
29.19,24,26.1,0.35,0.5444
37.57,68,45.4,0.65,0.7109
1.13,69,43.6,0.53,0.7376
20.94,51,8.2,0.83,0.7873
36.57,24,23.9,0.81,0.7133
5.68,6,19.0,0.32,0.7004
36.73,19,21.3,0.16,0.6098
49.84,31,20.9,0.39,0.5657
2.84,54,9.8,0.84,0.819
4.25,32,9.8,0.42,0.7336
25.81,118,43.4,0.79,0.788
6.88,23,29.8,0.69,0.7407
2.39,46,6.3,0.75,0.7816
34.44,76,13.3,0.85,0.8003
26.74,7,1.5,0.12,0.3821
11.84,16,26.8,0.59,0.5614
61.06,149,37.6,0.91,0.671
1.46,150,15.7,0.91,0.9495
8.0,14,41.4,0.36,0.6527
61.07,151,7.8,0.89,0.7467
6.9,50,38.6,0.62,0.8637
9.8,18,35.3,0.28,0.6207
50.41,34,36.0,0.47,0.6312
23.84,21,23.6,0.63,0.6979
21.64,52,38.0,0.81,0.7286
12.55,111,20.8,0.94,0.898
14.6,30,6.6,0.33,0.6761
9.92,75,25.9,0.44,0.7537
2.61,60,1.4,0.48,0.8289
14.68,39,44.7,0.72,0.8241
5.57,34,23.8,0.61,0.7613
10.7,218,5.7,0.75,0.8206
5.93,9,30.5,0.74,0.704
39.48,8,11.1,0.32,0.4764
19.33,69,15.8,0.52,0.6729
10.81,26,19.8,0.38,0.6867
11.25,82,26.7,0.55,0.7913
8.84,44,40.5,0.76,0.7623
1.36,50,41.2,0.83,0.8821
39.06,62,1.8,0.53,0.5135
2.84,96,27.1,0.75,0.9897
25.13,94,6.7,0.96,0.7589
14.73,150,26.8,0.8,0.9037
34.98,11,40.9,0.38,0.5595
33.54,20,1.2,0.28,0.4262
7.26,81,8.1,0.59,0.8181
2.81,19,43.0,0.39,0.6922
46.5,25,14.8,0.66,0.7197
5.34,58,19.1,0.42,0.7894
5.96,16,46.6,0.48,0.7651
50.47,12,26.9,0.4,0.4375
11.34,137,43.8,0.85,0.9059
19.52,53,23.6,0.66,0.7096
2.61,26,19.9,0.62,0.8334
2.04,14,42.8,0.48,0.7598
100.0,54,38.4,0.45,0.4148
23.8,6,16.8,0.43,0.5681
19.69,43,11.3,0.51,0.6102
59.48,36,3.8,0.37,0.5302
53.12,20,16.7,0.61,0.609
3.71,55,45.6,0.7,0.7564
10.81,8,33.7,0.46,0.6458
14.1,47,27.8,0.53,0.7529
5.19,23,23.3,0.25,0.7442
25.54,22,16.1,0.32,0.5677
27.19,17,19.8,0.6,0.7702
2.87,46,12.7,0.83,0.8886
0.71,6,1.4,0.43,0.6424
16.27,102,32.9,0.57,0.7955
22.46,107,41.9,0.42,0.7087
41.62,17,23.4,0.36,0.5519
9.85,254,47.8,0.89,0.885
14.99,47,11.4,0.49,0.6972
11.97,83,39.4,0.73,0.8144
32.81,78,44.2,0.54,0.6571
2.46,14,1.6,0.52,0.6887
73.13,21,42.8,0.51,0.617
15.68,27,38.2,0.44,0.6902
20.37,221,19.7,0.67,0.8346
33.0,32,30.8,0.48,0.6353
7.57,46,19.7,0.89,0.8489
1.89,118,33.5,0.94,0.788
0.72,135,29.4,0.72,0.8927
2.57,199,14.9,0.86,0.8793
4.05,29,9.7,0.56,0.7482
2.4,11,12.3,0.25,0.6975
37.96,61,45.8,0.75,0.7709
16.39,35,42.3,0.67,0.7038
19.99,13,41.4,0.19,0.6254
3.56,5,26.0,0.51,0.7122
59.17,10,8.3,0.29,0.4373
21.74,9,12.4,0.28,0.5792
78.0,165,16.5,0.9,0.7325
2.01,95,9.2,0.72,0.8509
1.75,74,27.6,0.68,0.7389
28.79,44,42.2,0.39,0.6787
9.35,98,22.3,0.51,0.7369
33.55,13,14.1,0.75,0.7503
11.99,11,27.5,0.38,0.7197
53.85,32,16.6,0.87,0.6856
42.14,15,26.7,0.44,0.6586
1.56,16,4.5,0.74,0.7026
6.11,12,40.9,0.54,0.6929
27.65,58,20.1,0.43,0.6457
4.61,10,35.0,0.17,0.5813
31.61,76,17.4,0.53,0.7175
22.69,36,29.8,0.68,0.7972
19.23,10,41.1,0.3,0.616
13.34,57,2.3,0.82,0.8088
7.48,5,4.6,0.68,0.6401
16.35,18,17.2,0.52,0.6217
42.81,7,47.4,0.22,0.5034
13.76,10,14.1,0.33,0.6793
19.54,40,21.4,0.91,0.8477
33.27,13,14.8,0.16,0.4434
5.79,52,24.9,0.78,0.688
2.64,24,4.5,0.63,0.7738
6.83,52,46.9,0.56,0.7007
30.05,119,16.7,0.84,0.8354
15.82,84,29.0,0.53,0.8777
80.55,31,36.9,0.69,0.6485
3.04,133,4.7,0.86,0.9521
27.5,50,32.6,0.92,0.7106
29.47,77,14.7,0.56,0.7042
89.62,36,13.1,0.5,0.5528
18.31,26,30.4,0.39,0.5761
4.28,68,29.9,0.32,0.7146
4.67,5,46.6,0.37,0.6664
31.12,10,43.9,0.66,0.6503
2.73,15,24.5,0.42,0.6596
8.85,59,22.9,0.54,0.795
39.11,19,16.4,0.2,0.5148
3.64,36,37.4,0.89,0.8682
9.28,21,40.5,0.62,0.6799
49.05,74,4.0,0.43,0.5354
13.95,35,10.7,0.79,0.7735
23.46,146,32.2,0.81,0.8279
5.74,73,25.8,0.53,0.8021
3.58,10,6.3,0.56,0.6615
13.05,61,40.1,0.83,0.8573
85.83,7,42.7,0.15,0.3322
6.11,94,29.9,0.64,0.8047
14.68,324,33.7,0.89,0.8737
3.74,17,23.0,0.66,0.7402
92.82,80,14.9,0.65,0.6658
23.3,22,16.5,0.69,0.6871
6.85,9,40.0,0.3,0.6181
1.83,17,38.3,0.29,0.6268
2.04,247,31.8,0.86,0.8689
81.39,59,46.0,0.81,0.6788
3.93,41,38.3,0.89,0.8291
37.43,57,20.0,0.68,0.7115
19.65,15,10.0,0.33,0.6952
26.04,19,5.2,0.47,0.5805
6.43,10,29.5,0.41,0.6545
22.22,52,26.0,0.43,0.7052
30.66,19,32.9,0.3,0.5978
3.29,176,39.1,0.75,0.8349
1.21,44,19.2,0.62,0.7619
29.47,152,34.7,0.92,0.9111
2.07,6,33.7,0.87,0.664
10.33,90,22.2,0.41,0.7732
6.55,21,43.7,0.3,0.7439
39.77,146,10.5,0.92,0.7029
17.62,72,24.0,0.75,0.7794
27.94,30,32.9,0.74,0.7121
24.14,129,19.5,0.89,0.8733
0.66,43,38.3,0.32,0.7799
12.31,26,40.3,0.2,0.6466
1.56,25,36.4,0.22,0.7221
26.6,73,19.7,0.84,0.818
11.64,49,35.5,0.44,0.7668
3.77,95,45.0,0.79,0.8319
42.42,14,38.5,0.61,0.6008
22.19,44,6.7,0.59,0.7149
52.62,88,39.9,0.82,0.6865
20.3,14,13.2,0.2,0.6275
17.98,38,9.8,0.78,0.7494
4.36,28,2.3,0.42,0.6826
42.02,16,16.3,0.73,0.7529
29.18,44,30.5,0.56,0.6352
9.94,36,20.7,0.67,0.7803
23.29,118,7.4,0.96,0.8268
9.4,22,9.2,0.48,0.7283
35.22,37,32.7,0.94,0.7376
8.32,37,29.0,0.89,0.8756
0.55,10,38.2,0.35,0.6249
19.39,140,10.2,0.84,0.809
9.19,14,18.5,0.23,0.5699
6.81,101,27.9,0.82,0.8076
57.85,112,4.9,0.7,0.4861
5.16,85,30.4,0.76,0.7938
15.18,30,25.5,0.21,0.6983
43.24,28,4.5,0.34,0.4417
16.32,16,36.5,0.31,0.621
7.95,158,37.8,0.92,0.9079
9.9,10,24.2,0.4,0.6668
69.12,282,6.5,0.99,0.7248
1.65,40,41.9,0.8,0.8011
15.16,54,38.6,0.35,0.7609
21.96,68,27.2,0.68,0.7227
7.92,42,11.1,0.73,0.7538
19.63,22,20.8,0.29,0.6084
26.73,53,12.2,0.49,0.6988
4.19,70,9.6,0.52,0.7802
1.0,124,25.4,0.84,0.8569
24.11,106,18.2,0.94,0.8895
16.03,31,46.9,0.6,0.8289
1.32,16,9.7,0.43,0.7362
12.24,55,39.9,0.75,0.8117
11.6,56,9.3,0.67,0.7486
18.17,21,2.5,0.34,0.538
4.82,187,18.0,0.75,0.8338
40.17,14,26.6,0.5,0.6255
37.07,149,13.8,0.94,0.7511
9.3,14,6.0,0.38,0.6226
5.08,22,10.4,0.41,0.6783
15.42,9,21.5,0.65,0.7133
64.29,16,31.8,0.26,0.5745
5.02,60,9.6,0.82,0.806
2.42,10,35.2,0.11,0.6536
6.6,7,1.1,0.31,0.6112
18.48,44,5.7,0.52,0.6415
16.99,64,26.0,0.57,0.7944
